RC Code,Ratecity,IF Code,Infochoice
8edc1ca5-4e6b-47bb-9057-a7ad4f2e1cb4,Bank of Queensland - Clear Path Variable Rate Investment Loan (Interest Only),507160,Bank of Queensland - Clear Path Variable Investment Rate Home Loan Interest Only
237a8ccd-7d09-4ba5-b996-eb350b59067e,Bank of Queensland - First-Start Home Loan (Interest Only),507200,Bank of Queensland - First-Start Home Loan Interest Only
ac4cdbdb-5149-444d-8fdb-0cd29a44ff13,Bank of Queensland - Standard Fixed Rate Home Loan (Interest Only) 2 Years,20782,Bank of Queensland - Owner Occupied Fixed Loan 2 Year Principal & Interest
2e7b5a38-41df-47fc-a31e-2863e6a9a811,Bank of Queensland - Standard Fixed Rate Home Loan (Interest Only) 4 Years,20784,Bank of Queensland - Owner Occupied Fixed Loan 4 Year Principal & Interest
aef9fb71-aea9-44f9-aea6-a9955b814c70,Bank of Queensland - Standard Fixed Rate Investment Loan (Interest Only) 1 Year,507221,Bank of Queensland - Investment Fixed Loan Interest Only 1 Year
81fadd22-7ec9-4d2c-81bd-26abfc364b7f,Bank of Queensland - Standard Fixed Rate Investment Loan (Interest Only) 3 Years,507223,Bank of Queensland - Investment Fixed Loan Interest Only 3 Year
e203e36a-b981-49a0-8535-0e48151ad558,Bank of Queensland - Standard Fixed Rate Investment Loan (Interest Only) 5 Years,507225,Bank of Queensland - Investment Fixed Loan Interest Only 5 Year
fe198689-9bb6-4a7f-bcdf-40224552c370,First Option Credit Union - Smart Start Fixed Home Loan 2 Year,357622,First Option Credit Union - Packaged Home Loan under 600000 2 Year Investment
f8ce2fd9-adfc-468c-9ade-2c368cf8ad03,P&N Bank - & Investor Loan (Principal and Interest),501030,P&N Bank - & Investor Loan Principal & Interest
fe4d241e-630e-4cea-80ef-940b95694e6b,Mortgage House - Purchase 95 Non Genuine Savings,378820,Mortgage House - Pure & Simple 50 Principal & Interest
22d79969-2874-4677-9338-373f2bb3ade8,Bank of Sydney - Expect More Investment Loan Package Fixed 1 Year,0,0
2cb6ff56-aa79-4939-83aa-2e63b23d58a6,Bank of Sydney - Expect More Investment Loan Package Fixed 3 Years,0,0
bee222bf-e7fc-4c26-a278-3ed23738d197,ME Bank - Basic Investment Loan (Interest Only),425540,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 Principal & Interest
877335bc-a8a9-4b98-b8cf-c7481f63e3b7,ME Bank - Member Package Flexible Investment Loan (Interest Only) (Amounts < $150k),406040,ME - Flexible Home Loan with Member Package - Investment – LVR ? 80 – Loan Amount < 150k Principal & Interest
3abeb89c-db0a-4728-88a8-359d78cfd2e9,ME Bank - Member Package Flexible Investment Loan (Interest Only) ($400k-$700k),450020,ME - Flexible Home Loan with Member Package - Investment – LVR ? 80 – Loan Amount 400k < 700k Principal & Interest
886f1834-3426-4253-965b-d5fa096b60c6,ME Bank - Flexible Investment Loan Fixed (Interest Only) 1 Year,425631,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 1 Year Principal & Interest
f7b1b841-c0bf-47f7-8a8d-00ebc53de6b2,ME Bank - Flexible Investment Loan Fixed (Interest Only) 3 Years,425633,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 3 Year Principal & Interest
0584144d-a5ad-4905-b3ee-587862c8b2ee,ME Bank - Flexible Investment Loan Fixed (Interest Only) 5 Years,425635,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 5 Year Principal & Interest
af1ea6c9-6894-4712-b59a-7049430392c3,ME Bank - Flexible Investment Loan Fixed (Interest Only) 7 Years,425637,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 7 Year Principal & Interest
db7c1ca4-258d-4f3a-84cc-ad0966cfa043,ME Bank - Member Package Flexible Investment Loan Fixed (Interest Only) 2 Years,425632,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 2 Year Principal & Interest
48118f12-171f-4413-87b2-082eadd6bd56,ME Bank - Member Package Flexible Investment Loan Fixed (Interest Only) 4 Years,425634,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 4 Year Principal & Interest
585cc0b0-719e-4252-95d9-3cf1cb9e4b7d,ME Bank - Member Package Flexible Investment Loan Fixed (Interest Only) 6 Years,425636,ME - Flexible Home Loan - Investment – LVR > 80 ? 90 6 Year Principal & Interest
7f5a4c11-0a0c-4ba6-9a0c-8ce7b1a01696,ME Bank - Basic Home Loan (Interest Only),375240,ME - Basic Home Loan - Owner Occupied with LVR 80 or less Principal & Interest
309f7de5-387b-4008-b8ff-32872d12d38b,ME Bank - Member Package Flexible Home Loan Fixed (Interest Only) 2 Years,425642,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 2 Year Principal & Interest
c25a3a60-7bf6-4b4a-97ca-7b7986b081ca,ME Bank - Member Package Flexible Home Loan Fixed (Interest Only) 4 Years,425644,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 4 Year Principal & Interest
a122a10c-5353-4f43-988e-15e04c1136a5,ME Bank - Member Package Flexible Home Loan Fixed (Interest Only) 6 Years,425646,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 6 Year Principal & Interest
0c2d6fcb-beb5-4829-87b6-a96529192105,ME Bank - Flexible Home Loan (Interest Only),425560,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 Principal & Interest
aa324dee-835e-4e2f-bd54-cb3d736ff018,ME Bank - Member Package Flexible Home Loan (Interest Only) ($150k-$400k),425560,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 Principal & Interest
adfff08c-a161-49c2-a2c0-7288f88bffdc,ME Bank - Member Package Flexible Home Loan (Interest Only) ($700k+),425560,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 Principal & Interest
310f800f-f1eb-4baa-b442-55d484567761,ME Bank - Flexible Home Loan Fixed (Interest Only) 2 Years,425642,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 2 Year Principal & Interest
d9553732-b7aa-454f-be49-9539fc910eaa,ME Bank - Flexible Home Loan Fixed (Interest Only) 4 Years,425644,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 4 Year Principal & Interest
d5b152d1-7e9f-491d-9a5a-69c669bc7cfc,ME Bank - Flexible Home Loan Fixed (Interest Only) 6 Years,425646,ME - Flexible Home Loan - Owner Occupied – LVR > 80 ? 90 6 Year Principal & Interest
f0b98ee9-50df-498f-9d6d-3c077c083b02,The Capricornian - Premium Choice Investment Loan Fixed (Interest Only) (New Customer),0,0
3c01f21b-67d9-40a4-9ccc-a301d544fd43,The Capricornian - Premium Choice Investment Loan Fixed 3 Years (Interest Only),0,0
4da2de4e-773d-4799-a887-c52a420905b4,The Capricornian - Premium Choice Investment Loan ($250k-$500k) (Interest Only),0,0
08a0d566-6916-43d6-8a97-a9c6bf520915,The Capricornian - Premium Choice Home Loan Fixed 2 Years (Interest Only) (New Customer),0,0
542b36d7-5701-469c-a1bc-f98c5633d8cb,The Capricornian - Premium Choice Home Loan Fixed 3 Years (Interest Only),0,0
0c055602-2a7b-49f2-be22-3fdb26b9695d,The Capricornian - Premium Choice Home Loan ($250k-$500k) (Interest Only),0,0
dc9f8d7e-03ba-4349-8cc2-d15a01be9638,The Capricornian - Lifestyle Home Loan Fixed 2 Years (Interest Only),0,0
eb976007-2a30-4266-8dca-5e511b445b0a,The Capricornian - Lifestyle Home Loan (Interest Only),0,0
7f68bb2a-8c06-4419-b611-4e170b2f0990,FCCS Credit Union - Mutual Home Loan (Interest Only) (LVR 80%-90%),350420,FCCS - First Home Buyers Principal & Interest
a5a73d40-0308-4ad2-bb72-27ba7097a1a6,Virgin Money - Reward Me Investment Loan Fixed (Interest Only) 2 Years ,425022,Virgin Money - Reward Me Home Loan (Investment) 2 Year Principal & Interest
042b179f-2f50-493a-9e1c-090a9cd777c4,Virgin Money - Reward Me Investment Loan Fixed (Interest Only) 1 Year,425021,Virgin Money - Reward Me Home Loan (Investment) 1 Year Principal & Interest
f994beed-5904-46a7-89ca-cfe5db453a56,Virgin Money - Reward Me Investment Loan Fixed (Interest Only) 3 Years,425023,Virgin Money - Reward Me Home Loan (Investment) 3 Year Principal & Interest
59930264-acaa-44d9-b494-f65d301640cf,Virgin Money - Reward Me Home Loan Fixed (Interest Only) 4 Years ,424614,Virgin Money - Reward Me Home Loan (Owner Occupier) 4 Year Principal & Interest
80b63c28-5666-4fd8-a0ca-96035fa650c5,Virgin Money - Reward Me Home Loan Fixed (Interest Only) 5 Years ,424615,Virgin Money - Reward Me Home Loan (Owner Occupier) 5 Year Principal & Interest
ed8451eb-e0a3-4b7b-8e62-8e3be34b8680,Virgin Money - Reward Me Home Loan Fixed 3 Years (New Customer),424613,Virgin Money - Reward Me Home Loan (Owner Occupier) 3 Year Principal & Interest
2fd89855-fc68-4047-bc48-a3376997aca5,Virgin Money - Reward Me Investment Loan Fixed 2 Years (New Customer),425022,Virgin Money - Reward Me Home Loan (Investment) 2 Year Principal & Interest
027a0aa8-f027-43a2-ae43-9736ac00d516,Westpac - Low Doc Fixed Options Home Loan (Interest Only) 4 Years (LVR < 60%),457344,Westpac - Fixed Options Home Loan - Interest Only 4 Year
1f15f5d5-85e9-4a2b-a66d-b94051ab5951,Westpac - Low Doc Fixed Options Home Loan (Interest Only) 5 Years (LVR < 60%),457345,Westpac - Fixed Options Home Loan - Interest Only 5 Year
f7928d53-4162-4c8d-9816-e0b0ecfde0cd,Westpac - Low Doc Fixed Options Home Loan (Interest Only) 2 Years (LVR 60%-80%),457342,Westpac - Fixed Options Home Loan - Interest Only 2 Year
052073df-d224-4c04-ae8e-4c5328ffc2bc,Westpac - Low Doc Fixed Options Home Loan (Interest Only) 3 Years (LVR < 60%),457343,Westpac - Fixed Options Home Loan - Interest Only 3 Year
b9fe8882-08dc-4cf9-ae72-2a2f657653c7,Westpac - Low Doc Fixed Options Home Loan (Interest Only) 5 Years (LVR 60%-80%),457345,Westpac - Fixed Options Home Loan - Interest Only 5 Year
9e5c37ea-a207-496d-917b-9c150c26ed94,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 2 Years (LVR 60%-80%),457632,Westpac - Fixed Rate Investment Property Loan - Interest Only 2 Year
cfe9ed74-d675-403b-9dc0-5f239c8d2978,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 10 Years (LVR 60%-80%),4576310,Westpac - Fixed Rate Investment Property Loan - Interest Only 10 Year
e22061af-e8ad-4a49-a194-b2d8a19c41cb,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 5 Years (LVR < 60%),457635,Westpac - Fixed Rate Investment Property Loan - Interest Only 5 Year
dd5bb5ba-9a56-4c8b-b597-4db880856626,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 3 Years (LVR 60%-80%),457633,Westpac - Fixed Rate Investment Property Loan - Interest Only 3 Year
f831542b-2aec-4be8-ac77-06ab11961da0,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 1 Year (LVR 60%-80%),4576310,Westpac - Fixed Rate Investment Property Loan - Interest Only 10 Year
6b7ce67e-6bf7-4f38-8ea3-0de9cbc95b1f,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 6 Years (LVR 60%-80%),457636,Westpac - Fixed Rate Investment Property Loan - Interest Only 6 Year
9c59f3e5-ccf7-4886-a50d-5bfaaac03883,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 2 Years (LVR < 60%),457632,Westpac - Fixed Rate Investment Property Loan - Interest Only 2 Year
f310cbfb-c72f-4b86-bf38-f8e8b82356be,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 5 Years (LVR 60%-80%),457635,Westpac - Fixed Rate Investment Property Loan - Interest Only 5 Year
80d0d073-48ee-425e-911a-390961a9856c,Westpac - Low Doc Fixed Rate Investment Loan (Interest Only) 4 Years (LVR < 60%),457634,Westpac - Fixed Rate Investment Property Loan - Interest Only 4 Year
b75d26d0-d9d2-41f2-9187-d19c484024e7,"Westpac - Premier Package Low Doc Fixed Options Home Loan (Interest Only) 3 Years ($150k-$1.5m, LVR < 60%)",465531,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 1 Year
1b3264d2-93c1-40c0-9110-058144aef5a4,"Westpac - Premier Package Low Doc Fixed Options Home Loan (Interest Only) 4 Years ($150k-$1.5m, LVR < 60%)",465531,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 1 Year
52b087ad-afdd-4473-b491-55586b276b0c,Westpac - Premier Package Low Doc Fixed Options Home Loan (Interest Only) 4 Years ,465534,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 4 Year
3f95c8e6-a2c9-4b9f-b5a6-af311571c619,Westpac - Premier Package Low Doc Fixed Options Home Loan (Interest Only) 1 Year ,465531,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 1 Year
f4ba5311-d751-4847-9583-1c61b5d3df8b,"Westpac - Premier Package Low Doc Fixed Options Home Loan (Interest Only) 1 Year ($150k-$1.5m, LVR < 60%)",465531,Westpac - Fixed Options Home Loan (Premier Advantage Package) Interest Only 1 Year
55418663-ac5a-49c4-83ce-d5b44b5d5747,Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 4 Years,466024,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 4 Year
1a458e4b-e698-4e9f-bb12-4fe78afd8001,"Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 3 Years ($150k-$1.5m, LVR < 60%)",466021,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 1 Year
a60164a9-be1b-4cad-8bac-ffd962ec807e,"Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 7 Years ($150k-$1.5m, LVR < 60%)",466021,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 1 Year
2bf6e999-452d-4b8e-b1d6-80466daaf8d1,"Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 9 Years ($150k-$1.5m, LVR < 60%)",466021,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 1 Year
bce36628-8ee4-4623-a491-43ac98132176,Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 3 Years ,466023,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 3 Year
568403bd-96e9-4d19-b688-bdd709e3c24f,Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 6 Years ,466026,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 6 Year
44e88c0a-cbfc-4c30-acbd-137e202304e8,Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 2 Years ,466022,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 2 Year
fa37bcc7-7d36-49fb-96e8-79753bd87e28,"Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 1 Year ($150k-$1.5m, LVR < 60%)",4660210,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 10 Year
c0589a1a-0083-45c7-8e02-106ac17fd3e7,"Westpac - Premier Package Low Doc Fixed Rate Investment Loan (Interest Only) 5 Years ($150k-$1.5m, LVR < 60%)",466021,Westpac - Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only 1 Year
a75d7de1-06ad-405b-b759-d7571963a215,Bendigo & Adelaide Bank - Connect Package Home Loan (Interest Only) (Amounts < $250k) ,18730,Bendigo Bank - Bendigo Home Equity Loan Interest Only
38fa6530-11a8-416e-beb7-5888c7dd9d30,Bendigo & Adelaide Bank - Connect Package Home Loan (Interest Only) ($250k-$500k),18730,Bendigo Bank - Bendigo Home Equity Loan Interest Only
efbd784e-5491-4b05-ae27-4ed5ce64cbcc,Bendigo & Adelaide Bank - Connect Package Investment Loan (Interest Only) (Amounts < $250k),506050,Bendigo Bank - Bendigo Connect Home Loan (3 Products) (R/INV IO) (500k+) Interest Only Investment
314f8990-3522-4766-a550-829a51fcf505,Bendigo & Adelaide Bank - Connect Package Investment Loan (Interest Only) ($500k+),506050,Bendigo Bank - Bendigo Connect Home Loan (3 Products) (R/INV IO) (500k+) Interest Only Investment
20e44825-eb99-4c82-8081-c1cfe63ef353,Bendigo & Adelaide Bank - Basic Fixed Investment Loan 2 Years (Interest Only),505982,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 2 Year Interest Only Investment
500b18fd-c35f-439a-9819-08324f0a6753,Bendigo & Adelaide Bank - Basic Fixed Investment Loan 3 Years (Interest Only),505981,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 1 Year Interest Only Investment
f09df070-e45a-4cea-b5b6-af6ce35392e6,Bendigo & Adelaide Bank - Basic Fixed Investment Loan 4 Years (Interest Only),505984,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 4 Year Interest Only Investment
6f7bfc77-707e-491b-b4cb-ff2d136cf354,Bendigo & Adelaide Bank - Basic Fixed Home Loan 3 Years (Interest Only),427871,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 1 Year Principal & Interest
58a4d019-a4b9-47d7-8628-98d4bf0b37f9,Bendigo & Adelaide Bank - Basic Fixed Home Loan 5 Years (Interest Only),427875,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 5 Year Principal & Interest
13cb4f32-4bc8-426e-a5d9-0909e6a3405a,Bendigo & Adelaide Bank - Connect Package Home Loan Fixed 4 Years (Interest Only),427874,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 4 Year Principal & Interest
04baa27c-bfa3-4512-acbf-7b3a267e2758,Bendigo & Adelaide Bank - Connect Package Home Loan Fixed 1 Year (Interest Only),427871,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 1 Year Principal & Interest
37a3a9f2-5489-4492-8510-d343c36e3bae,Bendigo & Adelaide Bank - Connect Package Home Loan Fixed 2 Years (Interest Only),427872,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 2 Year Principal & Interest
f1ccf184-81d8-4c35-89b3-3bb738510188,Bendigo & Adelaide Bank - Connect Package Investment Loan Fixed 4 Years (Interest Only),505984,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 4 Year Interest Only Investment
74f8ab5b-f140-41ad-ad6a-ad791152fc0c,Bendigo & Adelaide Bank - Connect Package Investment Loan Fixed 1 Year (Interest Only),505981,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 1 Year Interest Only Investment
a8cdfd89-6f20-4d30-915f-03c6081a3f51,"Australian Unity - Health, Wealth & Happiness Package Home Loan (Principal and Interest)",0,0
eb938f25-8b61-46ef-8831-dd483a058171,Bendigo & Adelaide Bank - Fixed Residential Investment Loan 2 Years (Interest Only),505982,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 2 Year Interest Only Investment
d7a7c17f-5c28-49f6-83fd-a1f49d23cd11,Bendigo & Adelaide Bank - Fixed Residential Investment Loan 4 Years (Interest Only),505984,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO) 4 Year Interest Only Investment
47c05790-8c33-4048-9a01-557a6356e8b5,"Australian Unity - Health, Wealth & Happiness Package Home Loan Fixed (Principal and Interest) 1 Year",0,0
b9e3170a-b8f3-4641-b4d9-0acd8f51e4db,"Australian Unity - Health, Wealth & Happiness Package Home Loan Fixed (Principal and Interest) 5 Years",0,0
13daebc7-1a8e-484e-a3cf-b42aa5fb8bde,Bendigo & Adelaide Bank - Fixed Residential Home Loan 1 year (Interest Only),427871,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 1 Year Principal & Interest
71e875ff-c2bf-4231-8d24-0657ff7db586,Bendigo & Adelaide Bank - Fixed Residential Home Loan 4 Years (Interest Only),427874,Bendigo Bank - Bendigo Connect Fixed Home Loan (3 Product) (OO P&I) 4 Year Principal & Interest
0a64ba69-859a-4816-832a-810e8d52eb0a,Bendigo & Adelaide Bank - Basic Investment Loan (Interest Only),506050,Bendigo Bank - Bendigo Connect Home Loan (3 Products) (R/INV IO) (500k+) Interest Only Investment
25c552d2-ebba-422e-8e65-0523b718ed92,Australian Unity - Wealth Builder Package Investment Loan Fixed (Principal and Interest) 1 Year,0,0
19442053-3ef7-465d-a40a-e66657531bb0,Australian Unity - Wealth Builder Package Investment Loan Fixed (Principal and Interest) 5 Years,0,0
10dc2c08-092f-443a-9df5-fdb6c6bbb265,Big Sky Building Society - Premium Choice Home Loan (Interest Only) ($250k+),280180,Big Sky Building Society - Premium CHOICE home loan (250000+) Investment
b48410cb-70c2-440e-95c5-0898ca7e2d55,Big Sky Building Society - Premium Choice Home Loan (Interest Only) ($100k-$250k),300170,Big Sky Building Society - Premium CHOICE home loan (<100000) Investment
554daa49-f7a3-4a22-89e6-283e3706aa66,Big Sky Building Society - Premium Choice Fixed Rate Home Loan (Interest Only) 2 Years,18722,Big Sky Building Society - Fixed Rate Loans 2 Year Principal & Interest Investment
5a92291c-a01e-4720-89a3-53b12551bb05,Big Sky Building Society - Premium Choice Fixed Rate Home Loan (Interest Only)  4 Years ,18724,Big Sky Building Society - Fixed Rate Loans 4 Year Principal & Interest Investment
5b2f72f7-5ba1-4d62-875d-a8e8dd48cf3a,Big Sky Building Society - Standard Choice Home Loan (Interest Only),280170,Big Sky Building Society - Standard CHOICE Variable rate home loan Investment
bf458619-6d2b-406e-8cc2-a214be090556,Big Sky Building Society - Fixed Rate Home Loan (Interest Only) 3 Years,18723,Big Sky Building Society - Fixed Rate Loans 3 Year Principal & Interest Investment
34cf18d6-a36d-496d-8343-15bb5804d0b7,Big Sky Building Society - Fixed Rate Home Loan (Interest Only) 1 Year,18721,Big Sky Building Society - Fixed Rate Loans 1 Year Principal & Interest Investment
2576f177-cb46-46dc-af03-c14221900609,Big Sky Building Society - Premium Choice Investment Loan (Interest Only) (Amounts < $100k),300170,Big Sky Building Society - Premium CHOICE home loan (<100000) Investment
e08dcdc2-20c9-4d7c-9885-7f872251bc2f,Big Sky Building Society - Premium Choice Investment Loan (Interest Only) ($100k-$250k) ,300170,Big Sky Building Society - Premium CHOICE home loan (<100000) Investment
b9563a00-de76-4cac-b7d5-3f51d979d343,Big Sky Building Society - Premium Choice Fixed Rate Investment Loan (Interest Only) 1 Year ,18721,Big Sky Building Society - Fixed Rate Loans 1 Year Principal & Interest Investment
e2ad85a6-2ed1-49fe-8b09-cb55869a14b8,Big Sky Building Society - Premium Choice Fixed Rate Investment Loan (Interest Only) 5 Years ,18725,Big Sky Building Society - Fixed Rate Loans 5 Year Principal & Interest Investment
dffbc1d5-27ba-45f8-aef6-febf5773fdfd,Big Sky Building Society - Standard Choice Investment Loan (Interest Only),280170,Big Sky Building Society - Standard CHOICE Variable rate home loan Investment
bca280d5-800e-44eb-b157-0cb92837e48c,Big Sky Building Society - Fixed Rate Investment Loan (Interest Only) 1 Year ,18721,Big Sky Building Society - Fixed Rate Loans 1 Year Principal & Interest Investment
3af3ca73-98be-48ce-a762-bdd2fb0b204a,Big Sky Building Society - Fixed Rate Investment Loan (Interest Only) 5 Years ,18725,Big Sky Building Society - Fixed Rate Loans 5 Year Principal & Interest Investment
982e2093-c5ed-4089-9966-90031918d84a,MOVE - People Driven Banking - Lockit Investment Loan 1 Year ,505671,MOVE - People Driven Banking - Lockit Investment Home Loan  1 Year
dd6932d4-9c54-4fb2-a13e-6c7e9000e4bc,SERVICE ONE Alliance Bank - Standard Variable Home Loan (Interest Only) ($500k+),410540,SERVICE ONE Alliance Bank - Standard Variable Loan - 50000 - 249999 Principal & Interest
0a465782-4a05-4eb3-bd9c-fe08c28c857d,SERVICE ONE Alliance Bank - Standard Variable Home Loan (Interest Only) ($250k-$500k),410540,SERVICE ONE Alliance Bank - Standard Variable Loan - 50000 - 249999 Principal & Interest
819fb4eb-6c28-40e1-8b1d-6b4df177cd90,SERVICE ONE Alliance Bank - Standard Variable Investment Loan (Interest Only) ($250k-$500k),410600,SERVICE ONE Alliance Bank - Standard Variable Loan - 50000 - 249999 Investment
2ef71490-491f-4e1f-9b30-e1f62e52f3da,SERVICE ONE Alliance Bank - Standard Variable Investment Loan (Interest Only) ($50k-$250k),410600,SERVICE ONE Alliance Bank - Standard Variable Loan - 50000 - 249999 Investment
77879978-d49b-491e-9ac0-7ef590d63a94,SERVICE ONE Alliance Bank - Fixed Rate Investment Loan (Interest Only) 1 Year,410591,SERVICE ONE Alliance Bank - 1234 & 5 Year fixed home loans - more than 500000 1 Year Principal & Interest Investment
7050f8ae-7ec4-4519-8a94-6da8da8425c7,SERVICE ONE Alliance Bank - Fixed Rate Investment Loan (Interest Only) 5 Years,410591,SERVICE ONE Alliance Bank - 1234 & 5 Year fixed home loans - more than 500000 1 Year Principal & Interest Investment
ec3a3934-bd69-4afe-a044-e7a2ffad036c,SERVICE ONE Alliance Bank - Fixed Rate Investment Loan (Interest Only) 4 Years,410591,SERVICE ONE Alliance Bank - 1234 & 5 Year fixed home loans - more than 500000 1 Year Principal & Interest Investment
b53fb2d4-6662-437a-901b-cf1e716124a0,SERVICE ONE Alliance Bank - Fixed Rate Home Loan (Interest Only) 1 Year,20731,SERVICE ONE Alliance Bank - 1 2 3 4 & 5 Year fixed Home Loans - less than 50000 1 Year Principal & Interest
1bede743-101b-4df7-9f22-7f60810e03ad,SERVICE ONE Alliance Bank - Fixed Rate Home Loan (Interest Only) 5 Years,410521,SERVICE ONE Alliance Bank - 1 2 3 4 & 5 Year fixed Home Loans - 250000 - 499999 1 Year Principal & Interest
f36a0bae-3469-4e42-bf35-363ba032fbe0,First Option Credit Union - Classic Investment Loan,0,0
21394359-6d4a-472c-b0f1-083baf3e8bd9,First Option Credit Union - Classic Investment Loan Fixed 3 Years,454163,First Option Credit Union - Packaged Home Loan over 600000 3 Year Investment
0941b9cb-692a-4e07-9063-94844e807f0e,First Option Credit Union - Classic Investment Loan Fixed 1 Year,454161,First Option Credit Union - Packaged Home Loan over 600000 1 Year Investment
d0ba18c6-7697-4e28-a66b-f89a8ef5758e,First Option Credit Union - Premium Investment Loan ($600k+),0,0
b4e2c5d5-4b75-476a-baaf-d9cd3479b122,First Option Credit Union - Premium Investment Loan Fixed 1 Year,454161,First Option Credit Union - Packaged Home Loan over 600000 1 Year Investment
d3068265-8b4b-4a8f-bebd-daf1bd36f8f0,Mortgage House - Advantage Standard Home Loan (Principal and Interest),449830,Mortgage House - Advantage Home Loan Jumbo 80 (Special) Principal & Interest
5b01807e-648f-4a3e-8521-83a4a2eb4de0,Adelaide Bank - SmartFix Investment Loan (Interest Only) 5 Years,523995,Adelaide Bank - SmartFix interest only 5 Year Interest Only Investment
0730470b-2d4a-443c-9137-41bee451010c,Adelaide Bank - SmartFix Investment Loan (Interest Only) 3 Years,523993,Adelaide Bank - SmartFix interest only 3 Year Interest Only Investment
10ebdc08-48c6-459a-b7b5-75b954b9c044,Adelaide Bank - SmartFix Investment Loan (Interest Only) 2 Years,523992,Adelaide Bank - SmartFix interest only 2 Year Interest Only Investment
fabeb267-c23c-49a6-955f-ab4e5137756f,Adelaide Bank - SmartSaver Fixed Investment Loan (Principal and Interest) 1 Year,500611,Adelaide Bank - SmartSaver Fixed 1 Year Principal & Interest Investment
79a17af3-5e50-464c-a9c4-3573bd65cc58,Adelaide Bank - SmartSaver Fixed Investment Loan (Principal and Interest) 3 Years,500613,Adelaide Bank - SmartSaver Fixed 3 Year Principal & Interest Investment
265b9e74-8c17-48c9-845c-fe29437e2971,Adelaide Bank - SmartSaver Fixed Investment Loan (Principal and Interest) 5 Years,500615,Adelaide Bank - SmartSaver Fixed 5 Year Principal & Interest Investment
